Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-1,5,1736,1736,1742,6,6,0,0
Process-2,4,2595,2595,2602,2,7,5,0
Process-3,1,4314,4314,4315,1,1,0,0
Process-4,1,5434,5434,5439,5,5,0,0
Process-5,5,4542,4542,4545,3,3,0,0
Process-6,2,2683,2683,2693,10,10,0,0
Process-7,5,4289,4289,4290,1,1,0,0
Process-8,4,3596,3596,3601,5,5,0,0
Process-9,4,5331,5331,5335,1,4,3,0
Process-10,1,4648,4648,4656,8,8,0,0
Process-11,3,4861,4861,4869,8,8,0,0
Process-12,3,64,64,75,9,11,2,0
Process-13,3,5052,5052,5059,7,7,0,0
Process-14,1,4940,4940,4942,2,2,0,0
Process-15,4,282,282,286,4,4,0,0
Process-16,4,507,507,508,1,1,0,0
Process-17,4,4473,4473,4475,2,2,0,0
Process-18,2,308,308,310,2,2,0,0
Process-19,3,561,561,571,3,10,7,0
Process-20,4,3332,3332,3347,10,15,5,0
Process-21,1,3704,3704,3712,6,8,2,0
Process-22,4,831,831,834,2,3,1,0
Process-23,2,214,214,218,4,4,0,0
Process-24,1,4455,4455,4462,6,7,1,0
Process-25,1,3299,3299,3308,3,9,6,0
Process-26,3,1102,1102,1105,3,3,0,0
Process-27,3,2615,2615,2622,7,7,0,0
Process-28,3,4884,4884,4891,7,7,0,0
Process-29,5,1645,1645,1655,8,10,2,0
Process-30,1,4831,4831,4840,9,9,0,0
Process-31,2,4904,4904,4907,3,3,0,0
Process-32,1,12,12,17,5,5,0,0
Process-33,1,677,677,693,9,16,7,0
Process-34,2,4075,4075,4081,6,6,0,0
Process-35,2,3163,3163,3169,1,6,5,0
Process-36,2,4125,4125,4133,8,8,0,0
Process-37,4,3287,3287,3296,9,9,0,0
Process-38,5,1981,1981,1990,3,9,6,0
Process-39,5,790,790,804,7,14,7,0
Process-40,1,4235,4235,4248,9,13,4,0
Process-41,1,5138,5138,5158,6,20,14,0
Process-42,2,5134,5134,5152,9,18,9,0
Process-43,4,3569,3569,3579,10,10,0,0
Process-44,5,2024,2024,2040,5,16,11,0
Process-45,5,3646,3646,3659,9,13,4,0
Process-46,5,518,518,519,1,1,0,0
Process-47,4,641,641,663,7,22,15,0
Process-48,1,1581,1581,1587,2,6,4,0
Process-49,3,2653,2653,2657,3,4,1,0
Process-50,2,3443,3443,3449,6,6,0,0
Process-51,2,519,519,523,4,4,0,0
Process-52,2,5409,5409,5415,6,6,0,0
Process-53,1,538,538,541,3,3,0,0
Process-54,1,2850,2850,2852,1,2,1,0
Process-55,4,3971,3971,3974,3,3,0,0
Process-56,4,1633,1633,1639,6,6,0,0
Process-57,1,4006,4006,4009,3,3,0,0
Process-58,4,21,21,26,3,5,2,0
Process-59,1,3327,3327,3335,8,8,0,0
Process-60,5,3996,3996,4003,7,7,0,0
Process-61,1,1900,1900,1906,6,6,0,0
Process-62,2,4494,4494,4496,2,2,0,0
Process-63,5,1036,1036,1043,6,7,1,0
Process-64,5,2113,2113,2118,5,5,0,0
Process-65,1,1991,1991,2009,9,18,9,0
Process-66,4,4560,4560,4575,9,15,6,0
Process-67,5,2791,2791,2804,9,13,4,0
Process-68,5,4533,4533,4541,8,8,0,0
Process-69,4,2557,2557,2567,10,10,0,0
