Process Name,Priority,Simulated Arrival Time,Arrival Tick,Completion Tick,Service Time,Turnaround (ticks),Waiting (ticks),Preemptions
Process-120,3,1847,1847,1849,2,2,0,1
Process-121,3,4788,4788,4794,6,6,0,5
Process-122,4,1683,1683,1692,9,9,0,8
Process-123,1,3259,3259,3264,5,5,0,4
Process-124,2,3094,3094,3097,1,3,2,0
Process-125,1,3942,3942,3949,7,7,0,6
Process-126,2,681,681,688,7,7,0,6
Process-127,1,4761,4761,4765,4,4,0,3
Process-128,5,2659,2659,2667,8,8,0,7
Process-129,4,892,892,900,8,8,0,7
Process-130,1,2233,2233,2271,6,38,32,5
Process-131,3,5257,5257,5262,5,5,0,4
Process-132,4,4774,4774,4775,1,1,0,0
Process-133,5,5442,5442,5446,4,4,0,3
Process-134,5,1972,1972,1978,6,6,0,5
Process-135,4,2294,2294,2302,8,8,0,7
Process-136,2,3189,3189,3193,4,4,0,3
Process-137,5,1176,1176,1182,6,6,0,5
Process-138,4,155,155,170,7,15,8,6
Process-139,4,3350,3350,3357,7,7,0,6
Process-140,1,3431,3431,3432,1,1,0,0
Process-141,4,2349,2349,2364,9,15,6,8
Process-142,3,1068,1068,1076,8,8,0,7
Process-143,3,3122,3122,3131,9,9,0,8
Process-144,3,2934,2934,2939,5,5,0,4
Process-145,2,3657,3657,3663,6,6,0,5
Process-146,4,2424,2424,2432,8,8,0,7
Process-147,1,1711,1711,1712,1,1,0,0
Process-148,4,5273,5273,5280,7,7,0,6
Process-149,2,1351,1351,1356,5,5,0,4
Process-150,1,1302,1302,1308,6,6,0,5
Process-151,3,14,14,17,3,3,0,2
Process-152,4,300,300,307,7,7,0,6
Process-153,4,3373,3373,3376,3,3,0,2
Process-154,3,4060,4060,4065,2,5,3,1
Process-155,1,5247,5247,5252,5,5,0,4
Process-156,4,2357,2357,2369,5,12,7,4
Process-157,1,4969,4969,4979,10,10,0,9
Process-158,1,5459,5459,5471,1,12,11,0
Process-159,2,705,705,710,5,5,0,4
Process-160,3,4043,4043,4046,3,3,0,2
Process-161,4,3089,3089,3096,7,7,0,6
Process-162,4,5080,5080,5085,5,5,0,4
Process-163,2,5050,5050,5070,8,20,12,7
Process-164,4,4357,4357,4367,10,10,0,9
Process-165,1,1458,1458,1461,3,3,0,2
Process-166,3,3815,3815,3820,5,5,0,4
Process-167,3,482,482,486,4,4,0,3
Process-168,4,2704,2704,2712,8,8,0,7
Process-169,1,5332,5332,5333,1,1,0,0
Process-170,2,2234,2234,2239,5,5,0,4
Process-171,3,3957,3957,3963,6,6,0,5
Process-172,4,4979,4979,4981,2,2,0,1
Process-173,1,710,710,720,10,10,0,9
Process-174,3,2070,2070,2087,10,17,7,9
Process-175,5,1883,1883,1888,5,5,0,4
Process-176,1,1405,1405,1410,5,5,0,4
Process-177,5,3441,3441,3450,9,9,0,8
Process-178,2,1597,1597,1599,2,2,0,1
Process-179,5,4657,4657,4661,4,4,0,3
Process-180,4,5168,5168,5171,3,3,0,2
Process-181,1,1860,1860,1861,1,1,0,0
Process-182,4,2659,2659,2668,1,9,8,0
Process-183,1,1063,1063,1065,2,2,0,1
Process-184,2,600,600,604,4,4,0,3
Process-185,2,495,495,506,6,11,5,5
Process-186,5,930,930,932,2,2,0,1
Process-187,1,1954,1954,1962,8,8,0,7
Process-188,2,4692,4692,4701,8,9,1,7
Process-189,1,3623,3623,3625,2,2,0,1
Process-190,2,2934,2934,2944,5,10,5,4
Process-191,3,2019,2019,2026,7,7,0,6
Process-192,2,4325,4325,4334,9,9,0,8
Process-193,4,1046,1046,1050,4,4,0,3
Process-194,2,5457,5457,5470,5,13,8,4
Process-195,1,1675,1675,1677,2,2,0,1
Process-196,4,2916,2916,2924,8,8,0,7
Process-197,3,742,742,753,9,11,2,8
Process-198,5,4046,4046,4049,3,3,0,2
Process-199,5,5010,5010,5011,1,1,0,0
Process-200,3,3180,3180,3181,1,1,0,0
